the_geom,the_geom_webmercator,collection_date,count,test_result,etl_timestamp,objectid
,,2020-07-17 04:00:00+00,175,positive,2024-12-09 16:00:01.938486+00,282996
,,2021-09-22 04:00:00+00,12199,negative,2024-12-09 16:00:01.938486+00,282997
,,2023-09-17 04:00:00+00,75,positive,2024-12-09 16:00:01.938486+00,282998
,,2022-10-16 04:00:00+00,997,negative,2024-12-09 16:00:01.938486+00,282999
,,2021-12-02 05:00:00+00,580,positive,2024-12-09 16:00:01.938486+00,283000
,,2022-08-05 04:00:00+00,1827,negative,2024-12-09 16:00:01.938486+00,283001
,,2020-05-21 04:00:00+00,2127,negative,2024-12-09 16:00:01.938486+00,283002
,,2024-03-24 04:00:00+00,121,negative,2024-12-09 16:00:01.938486+00,283003
,,2020-09-11 04:00:00+00,132,positive,2024-12-09 16:00:01.938486+00,283004
,,2021-07-12 04:00:00+00,3616,negative,2024-12-09 16:00:01.938486+00,283005
,,2022-04-04 04:00:00+00,244,positive,2024-12-09 16:00:01.938486+00,283006
,,2023-11-12 05:00:00+00,61,positive,2024-12-09 16:00:01.938486+00,283007
,,2022-07-22 04:00:00+00,338,positive,2024-12-09 16:00:01.938486+00,283008
,,2020-09-29 04:00:00+00,4396,negative,2024-12-09 16:00:01.938486+00,283009
,,2021-11-14 05:00:00+00,2251,negative,2024-12-09 16:00:01.938486+00,283010
,,2022-03-17 04:00:00+00,3467,negative,2024-12-09 16:00:01.938486+00,283011
,,2021-06-28 04:00:00+00,24,positive,2024-12-09 16:00:01.938486+00,283012
,,2024-04-07 04:00:00+00,18,positive,2024-12-09 16:00:01.938486+00,283013
,,2020-06-04 04:00:00+00,116,positive,2024-12-09 16:00:01.938486+00,283014
,,2023-11-30 05:00:00+00,258,negative,2024-12-09 16:00:01.938486+00,283015
,,2023-03-23 04:00:00+00,924,negative,2024-12-09 16:00:01.938486+00,283016
,,2021-06-24 04:00:00+00,3290,negative,2024-12-09 16:00:01.938486+00,283017
,,2021-02-03 05:00:00+00,473,positive,2024-12-09 16:00:01.938486+00,283018
,,2024-04-19 04:00:00+00,171,negative,2024-12-09 16:00:01.938486+00,283019
,,2023-07-22 04:00:00+00,24,positive,2024-12-09 16:00:01.938486+00,283020
,,2022-06-28 04:00:00+00,1789,negative,2024-12-09 16:00:01.938486+00,283021
,,2021-10-05 04:00:00+00,389,positive,2024-12-09 16:00:01.938486+00,283022
,,2020-06-28 04:00:00+00,2080,negative,2024-12-09 16:00:01.938486+00,283023
,,2022-02-15 05:00:00+00,7981,negative,2024-12-09 16:00:01.938486+00,283024
,,2022-10-19 04:00:00+00,185,positive,2024-12-09 16:00:01.938486+00,283025
,,2024-01-09 05:00:00+00,165,positive,2024-12-09 16:00:01.938486+00,283026
,,2023-08-19 04:00:00+00,94,negative,2024-12-09 16:00:01.938486+00,283027
,,2022-03-26 04:00:00+00,53,positive,2024-12-09 16:00:01.938486+00,283028
,,2024-03-15 04:00:00+00,183,negative,2024-12-09 16:00:01.938486+00,283029
,,2021-07-23 04:00:00+00,3267,negative,2024-12-09 16:00:01.938486+00,283030
,,2023-11-21 05:00:00+00,112,positive,2024-12-09 16:00:01.938486+00,283031
,,2022-08-14 04:00:00+00,1170,negative,2024-12-09 16:00:01.938486+00,283032
,,2021-11-21 05:00:00+00,186,positive,2024-12-09 16:00:01.938486+00,283033
,,2020-05-10 04:00:00+00,896,negative,2024-12-09 16:00:01.938486+00,283034
,,2020-09-22 04:00:00+00,109,positive,2024-12-09 16:00:01.938486+00,283035
,,2023-05-11 04:00:00+00,447,negative,2024-12-09 16:00:01.938486+00,283036
,,2022-12-25 05:00:00+00,96,positive,2024-12-09 16:00:01.938486+00,283037
,,2021-03-28 04:00:00+00,390,positive,2024-12-09 16:00:01.938486+00,283038
,,2020-11-23 05:00:00+00,7600,negative,2024-12-09 16:00:01.938486+00,283039
,,2020-07-27 04:00:00+00,157,positive,2024-12-09 16:00:01.938486+00,283040
,,2020-04-01 04:00:00+00,993,negative,2024-12-09 16:00:01.938486+00,283041
,,2022-01-17 05:00:00+00,1471,positive,2024-12-09 16:00:01.938486+00,283042
,,2021-08-31 04:00:00+00,7988,negative,2024-12-09 16:00:01.938486+00,283043
,,2023-09-27 04:00:00+00,118,positive,2024-12-09 16:00:01.938486+00,283044
,,2022-05-20 04:00:00+00,425,positive,2024-12-09 16:00:01.938486+00,283045
,,2024-02-03 05:00:00+00,185,negative,2024-12-09 16:00:01.938486+00,283046
,,2022-09-24 04:00:00+00,1093,negative,2024-12-09 16:00:01.938486+00,283047
,,2023-01-13 05:00:00+00,211,positive,2024-12-09 16:00:01.938486+00,283048
,,2020-12-12 05:00:00+00,6115,negative,2024-12-09 16:00:01.938486+00,283049
,,2021-04-10 04:00:00+00,488,positive,2024-12-09 16:00:01.938486+00,283050
,,2023-05-24 04:00:00+00,130,negative,2024-12-09 16:00:01.938486+00,283051
,,2020-05-04 04:00:00+00,465,positive,2024-12-09 16:00:01.938486+00,283052
,,2024-03-09 05:00:00+00,27,positive,2024-12-09 16:00:01.938486+00,283053
,,2021-12-17 05:00:00+00,10978,negative,2024-12-09 16:00:01.938486+00,283054
,,2023-10-26 04:00:00+00,164,negative,2024-12-09 16:00:01.938486+00,283055
,,2020-08-27 04:00:00+00,3529,negative,2024-12-09 16:00:01.938486+00,283056
,,2022-08-20 04:00:00+00,203,positive,2024-12-09 16:00:01.938486+00,283057
,,2021-07-29 04:00:00+00,225,positive,2024-12-09 16:00:01.938486+00,283058
,,2022-04-21 04:00:00+00,4043,negative,2024-12-09 16:00:01.938486+00,283059
,,2021-03-17 04:00:00+00,7135,negative,2024-12-09 16:00:01.938486+00,283060
,,2023-04-14 04:00:00+00,36,positive,2024-12-09 16:00:01.938486+00,283061
,,2020-11-02 05:00:00+00,546,positive,2024-12-09 16:00:01.938486+00,283062
,,2022-12-20 05:00:00+00,1931,negative,2024-12-09 16:00:01.938486+00,283063
,,2021-03-10 05:00:00+00,4904,negative,2024-12-09 16:00:01.938486+00,283064
,,2023-04-27 04:00:00+00,18,positive,2024-12-09 16:00:01.938486+00,283065
,,2020-11-09 05:00:00+00,1025,positive,2024-12-09 16:00:01.938486+00,283066
,,2022-12-07 05:00:00+00,1907,negative,2024-12-09 16:00:01.938486+00,283067
,,2024-04-04 04:00:00+00,28,positive,2024-12-09 16:00:01.938486+00,283068
,,2020-05-22 04:00:00+00,243,positive,2024-12-09 16:00:01.938486+00,283069
,,2022-07-25 04:00:00+00,456,positive,2024-12-09 16:00:01.938486+00,283070
,,2021-11-01 04:00:00+00,10718,negative,2024-12-09 16:00:01.938486+00,283071
,,2022-03-14 04:00:00+00,5642,negative,2024-12-09 16:00:01.938486+00,283072
,,2023-12-03 05:00:00+00,127,negative,2024-12-09 16:00:01.938486+00,283073
,,2021-07-11 04:00:00+00,56,positive,2024-12-09 16:00:01.938486+00,283074
,,2020-10-12 04:00:00+00,4440,negative,2024-12-09 16:00:01.938486+00,283075
,,2022-11-27 05:00:00+00,163,positive,2024-12-09 16:00:01.938486+00,283076
,,2020-10-26 04:00:00+00,5137,negative,2024-12-09 16:00:01.938486+00,283077
,,2021-02-20 05:00:00+00,227,positive,2024-12-09 16:00:01.938486+00,283078
,,2023-04-05 04:00:00+00,657,negative,2024-12-09 16:00:01.938486+00,283079
,,2020-07-05 04:00:00+00,66,positive,2024-12-09 16:00:01.938486+00,283080
,,2023-08-28 04:00:00+00,115,positive,2024-12-09 16:00:01.938486+00,283081
,,2022-06-19 04:00:00+00,160,positive,2024-12-09 16:00:01.938486+00,283082
,,2022-10-28 04:00:00+00,1555,negative,2024-12-09 16:00:01.938486+00,283083
,,2023-12-31 05:00:00+00,176,negative,2024-12-09 16:00:01.938486+00,283084
,,2021-10-12 04:00:00+00,11036,negative,2024-12-09 16:00:01.938486+00,283085
,,2022-02-08 05:00:00+00,276,positive,2024-12-09 16:00:01.938486+00,283086
,,2021-03-31 04:00:00+00,628,positive,2024-12-09 16:00:01.938486+00,283087
,,2023-01-03 05:00:00+00,377,positive,2024-12-09 16:00:01.938486+00,283088
,,2020-11-20 05:00:00+00,10107,negative,2024-12-09 16:00:01.938486+00,283089
,,2023-05-02 04:00:00+00,635,negative,2024-12-09 16:00:01.938486+00,283090
,,2023-10-06 04:00:00+00,68,positive,2024-12-09 16:00:01.938486+00,283091
,,2022-05-11 04:00:00+00,571,positive,2024-12-09 16:00:01.938486+00,283092
,,2020-04-14 04:00:00+00,750,negative,2024-12-09 16:00:01.938486+00,283093
,,2020-08-15 04:00:00+00,87,positive,2024-12-09 16:00:01.938486+00,283094
,,2021-12-29 05:00:00+00,5732,positive,2024-12-09 16:00:01.938486+00,283095
,,2024-02-26 05:00:00+00,270,negative,2024-12-09 16:00:01.938486+00,283096
,,2021-08-18 04:00:00+00,3992,negative,2024-12-09 16:00:01.938486+00,283097
,,2022-09-01 04:00:00+00,1630,negative,2024-12-09 16:00:01.938486+00,283098
,,2020-08-05 04:00:00+00,5069,negative,2024-12-09 16:00:01.938486+00,283099
,,2022-05-13 04:00:00+00,3085,negative,2024-12-09 16:00:01.938486+00,283100
,,2022-10-01 04:00:00+00,113,positive,2024-12-09 16:00:01.938486+00,283101
,,2023-10-04 04:00:00+00,188,negative,2024-12-09 16:00:01.938486+00,283102
,,2022-01-08 05:00:00+00,4705,negative,2024-12-09 16:00:01.938486+00,283103
,,2020-03-23 04:00:00+00,168,positive,2024-12-09 16:00:01.938486+00,283104
,,2024-01-27 05:00:00+00,97,positive,2024-12-09 16:00:01.938486+00,283105
,,2021-09-09 04:00:00+00,363,positive,2024-12-09 16:00:01.938486+00,283106
,,2023-06-05 04:00:00+00,23,positive,2024-12-09 16:00:01.938486+00,283107
,,2023-02-02 05:00:00+00,1121,negative,2024-12-09 16:00:01.938486+00,283108
,,2021-05-08 04:00:00+00,5188,negative,2024-12-09 16:00:01.938486+00,283109
,,2020-12-16 05:00:00+00,699,positive,2024-12-09 16:00:01.938486+00,283110
,,2023-10-31 04:00:00+00,153,negative,2024-12-09 16:00:01.938486+00,283111
,,2024-03-04 05:00:00+00,45,positive,2024-12-09 16:00:01.938486+00,283112
,,2020-09-07 04:00:00+00,2062,negative,2024-12-09 16:00:01.938486+00,283113
,,2022-04-16 04:00:00+00,1494,negative,2024-12-09 16:00:01.938486+00,283114
,,2022-08-25 04:00:00+00,262,positive,2024-12-09 16:00:01.938486+00,283115
,,2020-04-23 04:00:00+00,453,positive,2024-12-09 16:00:01.938486+00,283116
,,2021-12-06 05:00:00+00,11504,negative,2024-12-09 16:00:01.938486+00,283117
,,2021-08-09 04:00:00+00,321,positive,2024-12-09 16:00:01.938486+00,283118
,,2021-07-27 04:00:00+00,3769,negative,2024-12-09 16:00:01.938486+00,283119
,,2020-05-06 04:00:00+00,1916,negative,2024-12-09 16:00:01.938486+00,283120
,,2023-11-17 05:00:00+00,94,positive,2024-12-09 16:00:01.938486+00,283121
,,2024-03-19 04:00:00+00,165,negative,2024-12-09 16:00:01.938486+00,283122
,,2022-03-30 04:00:00+00,142,positive,2024-12-09 16:00:01.938486+00,283123
,,2022-08-10 04:00:00+00,1918,negative,2024-12-09 16:00:01.938486+00,283124
,,2021-11-17 05:00:00+00,364,positive,2024-12-09 16:00:01.938486+00,283125
,,2020-09-26 04:00:00+00,78,positive,2024-12-09 16:00:01.938486+00,283126
,,2022-03-02 05:00:00+00,86,positive,2024-12-09 16:00:01.938486+00,283127
,,2022-07-11 04:00:00+00,480,positive,2024-12-09 16:00:01.938486+00,283128
,,2022-11-07 05:00:00+00,1971,negative,2024-12-09 16:00:01.938486+00,283129
,,2020-06-13 04:00:00+00,75,positive,2024-12-09 16:00:01.938486+00,283130
,,2023-12-21 05:00:00+00,256,negative,2024-12-09 16:00:01.938486+00,283131
,,2023-08-06 04:00:00+00,38,positive,2024-12-09 16:00:01.938486+00,283132
,,2021-10-22 04:00:00+00,10136,negative,2024-12-09 16:00:01.938486+00,283133
,,2021-06-15 04:00:00+00,29,positive,2024-12-09 16:00:01.938486+00,283134
,,2024-04-30 04:00:00+00,36,positive,2024-12-09 16:00:01.938486+00,283135
,,2023-08-02 04:00:00+00,121,negative,2024-12-09 16:00:01.938486+00,283136
,,2021-02-12 05:00:00+00,7063,negative,2024-12-09 16:00:01.938486+00,283137
,,2023-03-12 05:00:00+00,40,positive,2024-12-09 16:00:01.938486+00,283138
,,2022-03-21 04:00:00+00,4263,negative,2024-12-09 16:00:01.938486+00,283139
,,2021-07-02 04:00:00+00,30,positive,2024-12-09 16:00:01.938486+00,283140
,,2022-07-18 04:00:00+00,490,positive,2024-12-09 16:00:01.938486+00,283141
,,2020-05-31 04:00:00+00,61,positive,2024-12-09 16:00:01.938486+00,283142
,,2021-11-10 05:00:00+00,10737,negative,2024-12-09 16:00:01.938486+00,283143
,,2020-10-03 04:00:00+00,3658,negative,2024-12-09 16:00:01.938486+00,283144
,,2023-11-26 05:00:00+00,128,negative,2024-12-09 16:00:01.938486+00,283145
,,2024-04-11 04:00:00+00,19,positive,2024-12-09 16:00:01.938486+00,283146
,,2024-01-05 05:00:00+00,238,negative,2024-12-09 16:00:01.938486+00,283147
,,2022-06-24 04:00:00+00,263,positive,2024-12-09 16:00:01.938486+00,283148
,,2022-02-19 05:00:00+00,70,positive,2024-12-09 16:00:01.938486+00,283149
,,2021-10-01 04:00:00+00,9145,negative,2024-12-09 16:00:01.938486+00,283150
,,2020-06-24 04:00:00+00,150,positive,2024-12-09 16:00:01.938486+00,283151
,,2022-10-23 04:00:00+00,2349,negative,2024-12-09 16:00:01.938486+00,283152
,,2023-08-23 04:00:00+00,70,positive,2024-12-09 16:00:01.938486+00,283153
,,2023-06-24 04:00:00+00,11,positive,2024-12-09 16:00:01.938486+00,283154
,,2023-02-15 05:00:00+00,1226,negative,2024-12-09 16:00:01.938486+00,283155
,,2021-05-11 04:00:00+00,11974,negative,2024-12-09 16:00:01.938486+00,283156
,,2021-01-14 05:00:00+00,581,positive,2024-12-09 16:00:01.938486+00,283157
,,2023-01-28 05:00:00+00,149,positive,2024-12-09 16:00:01.938486+00,283158
,,2023-06-10 04:00:00+00,102,negative,2024-12-09 16:00:01.938486+00,283159
,,2020-12-31 05:00:00+00,7386,negative,2024-12-09 16:00:01.938486+00,283160
,,2021-04-23 04:00:00+00,483,positive,2024-12-09 16:00:01.938486+00,283161
,,2023-06-13 04:00:00+00,8,positive,2024-12-09 16:00:01.938486+00,283162
,,2023-01-25 05:00:00+00,1205,negative,2024-12-09 16:00:01.938486+00,283163
,,2021-04-30 04:00:00+00,10164,negative,2024-12-09 16:00:01.938486+00,283164
,,2020-12-24 05:00:00+00,552,positive,2024-12-09 16:00:01.938486+00,283165
,,2022-01-08 05:00:00+00,2017,positive,2024-12-09 16:00:01.938486+00,283166
,,2020-03-23 04:00:00+00,474,negative,2024-12-09 16:00:01.938486+00,283167
,,2024-01-27 05:00:00+00,214,negative,2024-12-09 16:00:01.938486+00,283168
,,2021-09-09 04:00:00+00,10034,negative,2024-12-09 16:00:01.938486+00,283169
,,2022-05-13 04:00:00+00,470,positive,2024-12-09 16:00:01.938486+00,283170
,,2020-08-05 04:00:00+00,196,positive,2024-12-09 16:00:01.938486+00,283171
,,2023-10-04 04:00:00+00,91,positive,2024-12-09 16:00:01.938486+00,283172
,,2022-10-01 04:00:00+00,1045,negative,2024-12-09 16:00:01.938486+00,283173
,,2023-06-19 04:00:00+00,18,positive,2024-12-09 16:00:01.938486+00,283174
,,2021-05-18 04:00:00+00,6876,negative,2024-12-09 16:00:01.938486+00,283175
,,2023-02-20 05:00:00+00,969,negative,2024-12-09 16:00:01.938486+00,283176
,,2021-01-07 05:00:00+00,690,positive,2024-12-09 16:00:01.938486+00,283177
,,2023-04-18 04:00:00+00,649,negative,2024-12-09 16:00:01.938486+00,283178
,,2020-10-29 04:00:00+00,6425,negative,2024-12-09 16:00:01.938486+00,283179
,,2021-03-21 04:00:00+00,319,positive,2024-12-09 16:00:01.938486+00,283180
,,2022-12-16 05:00:00+00,268,positive,2024-12-09 16:00:01.938486+00,283181
,,2021-02-15 05:00:00+00,327,positive,2024-12-09 16:00:01.938486+00,283182
,,2023-07-26 04:00:00+00,37,positive,2024-12-09 16:00:01.938486+00,283183
,,2024-04-23 04:00:00+00,134,negative,2024-12-09 16:00:01.938486+00,283184
,,2021-06-12 04:00:00+00,2130,negative,2024-12-09 16:00:01.938486+00,283185
,,2023-03-19 04:00:00+00,667,negative,2024-12-09 16:00:01.938486+00,283186
,,2020-06-08 04:00:00+00,1842,negative,2024-12-09 16:00:01.938486+00,283187
,,2021-10-17 04:00:00+00,145,positive,2024-12-09 16:00:01.938486+00,283188
,,2023-12-20 05:00:00+00,157,positive,2024-12-09 16:00:01.938486+00,283189
,,2022-11-08 05:00:00+00,191,positive,2024-12-09 16:00:01.938486+00,283190
,,2023-08-07 04:00:00+00,164,negative,2024-12-09 16:00:01.938486+00,283191
,,2022-03-07 05:00:00+00,5220,negative,2024-12-09 16:00:01.938486+00,283192
,,2022-07-10 04:00:00+00,1201,negative,2024-12-09 16:00:01.938486+00,283193
,,2021-07-20 04:00:00+00,99,positive,2024-12-09 16:00:01.938486+00,283194
,,2022-08-13 04:00:00+00,188,positive,2024-12-09 16:00:01.938486+00,283195
,,2022-03-27 04:00:00+00,1229,negative,2024-12-09 16:00:01.938486+00,283196
,,2020-05-13 04:00:00+00,288,positive,2024-12-09 16:00:01.938486+00,283197
,,2023-11-20 05:00:00+00,175,negative,2024-12-09 16:00:01.938486+00,283198
,,2021-11-24 05:00:00+00,7622,negative,2024-12-09 16:00:01.938486+00,283199
,,2020-09-19 04:00:00+00,3770,negative,2024-12-09 16:00:01.938486+00,283200
,,2024-03-16 04:00:00+00,21,positive,2024-12-09 16:00:01.938486+00,283201
,,2022-12-07 05:00:00+00,258,positive,2024-12-09 16:00:01.938486+00,283202
,,2023-04-27 04:00:00+00,573,negative,2024-12-09 16:00:01.938486+00,283203
,,2021-03-10 05:00:00+00,311,positive,2024-12-09 16:00:01.938486+00,283204
,,2020-11-09 05:00:00+00,5225,negative,2024-12-09 16:00:01.938486+00,283205
,,2022-01-29 05:00:00+00,118,positive,2024-12-09 16:00:01.938486+00,283206
,,2022-06-09 04:00:00+00,379,positive,2024-12-09 16:00:01.938486+00,283207
,,2020-07-15 04:00:00+00,177,positive,2024-12-09 16:00:01.938486+00,283208
,,2022-10-06 04:00:00+00,1747,negative,2024-12-09 16:00:01.938486+00,283209
,,2023-09-07 04:00:00+00,126,positive,2024-12-09 16:00:01.938486+00,283210
,,2024-01-22 05:00:00+00,190,negative,2024-12-09 16:00:01.938486+00,283211
,,2021-09-20 04:00:00+00,10867,negative,2024-12-09 16:00:01.938486+00,283212
,,2023-01-31 05:00:00+00,268,positive,2024-12-09 16:00:01.938486+00,283213
,,2020-12-18 05:00:00+00,8284,negative,2024-12-09 16:00:01.938486+00,283214
,,2021-05-06 04:00:00+00,273,positive,2024-12-09 16:00:01.938486+00,283215
,,2023-06-07 04:00:00+00,123,negative,2024-12-09 16:00:01.938486+00,283216
,,2024-02-19 05:00:00+00,107,positive,2024-12-09 16:00:01.938486+00,283217
,,2022-05-04 04:00:00+00,3294,negative,2024-12-09 16:00:01.938486+00,283218
,,2023-10-13 04:00:00+00,188,negative,2024-12-09 16:00:01.938486+00,283219
,,2022-01-01 05:00:00+00,1978,negative,2024-12-09 16:00:01.938486+00,283220
,,2020-04-17 04:00:00+00,471,positive,2024-12-09 16:00:01.938486+00,283221
,,2022-09-08 04:00:00+00,264,positive,2024-12-09 16:00:01.938486+00,283222
,,2020-08-12 04:00:00+00,4623,negative,2024-12-09 16:00:01.938486+00,283223
,,2021-08-15 04:00:00+00,211,positive,2024-12-09 16:00:01.938486+00,283224
,,2023-05-03 04:00:00+00,15,positive,2024-12-09 16:00:01.938486+00,283225
,,2021-04-05 04:00:00+00,9943,negative,2024-12-09 16:00:01.938486+00,283226
,,2023-01-02 05:00:00+00,1039,negative,2024-12-09 16:00:01.938486+00,283227
,,2020-11-15 05:00:00+00,514,positive,2024-12-09 16:00:01.938486+00,283228
,,2021-10-11 04:00:00+00,277,positive,2024-12-09 16:00:01.938486+00,283229
,,2022-06-14 04:00:00+00,2332,negative,2024-12-09 16:00:01.938486+00,283230
,,2023-09-02 04:00:00+00,114,negative,2024-12-09 16:00:01.938486+00,283231
,,2020-07-04 04:00:00+00,1510,negative,2024-12-09 16:00:01.938486+00,283232
,,2022-11-02 04:00:00+00,241,positive,2024-12-09 16:00:01.938486+00,283233
,,2022-02-09 05:00:00+00,7773,negative,2024-12-09 16:00:01.938486+00,283234
,,2023-12-26 05:00:00+00,192,positive,2024-12-09 16:00:01.938486+00,283235
,,2020-09-22 04:00:00+00,4027,negative,2024-12-09 16:00:01.938486+00,283236
,,2024-03-15 04:00:00+00,36,positive,2024-12-09 16:00:01.938486+00,283237
,,2023-11-21 05:00:00+00,155,negative,2024-12-09 16:00:01.938486+00,283238
,,2021-07-23 04:00:00+00,130,positive,2024-12-09 16:00:01.938486+00,283239
,,2021-11-21 05:00:00+00,2791,negative,2024-12-09 16:00:01.938486+00,283240
,,2022-08-14 04:00:00+00,197,positive,2024-12-09 16:00:01.938486+00,283241
,,2022-03-26 04:00:00+00,1555,negative,2024-12-09 16:00:01.938486+00,283242
,,2020-05-10 04:00:00+00,78,positive,2024-12-09 16:00:01.938486+00,283243
,,2023-03-31 04:00:00+00,679,negative,2024-12-09 16:00:01.938486+00,283244
,,2020-10-19 04:00:00+00,4406,negative,2024-12-09 16:00:01.938486+00,283245
,,2022-12-02 05:00:00+00,200,positive,2024-12-09 16:00:01.938486+00,283246
,,2021-02-27 05:00:00+00,181,positive,2024-12-09 16:00:01.938486+00,283247
,,2020-10-10 04:00:00+00,134,positive,2024-12-09 16:00:01.938486+00,283248
,,2021-11-03 04:00:00+00,244,positive,2024-12-09 16:00:01.938486+00,283249
,,2020-05-24 04:00:00+00,1486,negative,2024-12-09 16:00:01.938486+00,283250
,,2024-04-06 04:00:00+00,148,negative,2024-12-09 16:00:01.938486+00,283251
,,2022-07-23 04:00:00+00,1347,negative,2024-12-09 16:00:01.938486+00,283252
,,2021-07-09 04:00:00+00,2930,negative,2024-12-09 16:00:01.938486+00,283253
,,2023-12-01 05:00:00+00,100,positive,2024-12-09 16:00:01.938486+00,283254
,,2022-03-16 04:00:00+00,66,positive,2024-12-09 16:00:01.938486+00,283255
,,2020-11-01 04:00:00+00,4864,negative,2024-12-09 16:00:01.938486+00,283256
,,2021-03-18 04:00:00+00,475,positive,2024-12-09 16:00:01.938486+00,283257
,,2022-12-15 05:00:00+00,213,positive,2024-12-09 16:00:01.938486+00,283258
,,2023-04-19 04:00:00+00,614,negative,2024-12-09 16:00:01.938486+00,283259
,,2022-04-22 04:00:00+00,211,positive,2024-12-09 16:00:01.938486+00,283260
,,2020-09-01 04:00:00+00,161,positive,2024-12-09 16:00:01.938486+00,283261
,,2023-10-25 04:00:00+00,71,positive,2024-12-09 16:00:01.938486+00,283262
,,2021-12-12 05:00:00+00,315,positive,2024-12-09 16:00:01.938486+00,283263
,,2022-08-19 04:00:00+00,1615,negative,2024-12-09 16:00:01.938486+00,283264
,,2020-04-29 04:00:00+00,1665,negative,2024-12-09 16:00:01.938486+00,283265
,,2021-08-03 04:00:00+00,4125,negative,2024-12-09 16:00:01.938486+00,283266
,,2024-03-10 05:00:00+00,144,negative,2024-12-09 16:00:01.938486+00,283267
,,2020-12-11 05:00:00+00,939,positive,2024-12-09 16:00:01.938486+00,283268
